distnum,distname,bloc_share,cpc_share,gpc_share,lpc_share,ndp_share,ind_share,bloc_margin,cpc_margin,gpc_margin,lpc_margin,ndp_margin,ind_margin,winner,winnershare,province
12010,Sydney--Victoria,0.0,27.7,5.5,30.9,20.1,0.6,-30.9,-3.1999999999999993,-25.4,0.0,-10.799999999999997,-30.299999999999997,LPC,30.9,Nova Scotia
12011,West Nova,0.0,39.3,12.7,36.4,10.7,0.9,-39.3,0.0,-26.599999999999998,-2.8999999999999986,-28.599999999999998,-38.4,CPC,39.3,Nova Scotia
13001,Acadie--Bathurst,0.0,21.5,8.9,55.1,14.5,0.0,-55.1,-33.6,-46.2,0.0,-40.6,-55.1,LPC,55.1,New Brunswick
13002,Beauséjour,0.0,17.6,26.6,46.5,7.3,2.0,-46.5,-28.9,-19.9,0.0,-39.2,-44.5,LPC,46.5,New Brunswick
13003,Fredericton,0.0,30.4,33.7,27.4,6.0,0.3,-33.7,-3.3000000000000043,0.0,-6.300000000000004,-27.700000000000003,-33.400000000000006,GPC,33.7,New Brunswick
13004,Fundy Royal,0.0,46.0,15.0,25.6,9.9,0.6,-46.0,0.0,-31.0,-20.4,-36.1,-45.4,CPC,46.0,New Brunswick
13005,Madawaska--Restigouche,0.0,28.4,14.9,50.3,6.4,0.0,-50.3,-21.9,-35.4,0.0,-43.9,-50.3,LPC,50.3,New Brunswick
13006,Miramichi--Grand Lake,0.0,35.7,11.3,36.8,8.3,1.1,-36.8,-1.0999999999999943,-25.499999999999996,0.0,-28.499999999999996,-35.699999999999996,LPC,36.8,New Brunswick
13007,Moncton--Riverview--Dieppe,0.0,23.5,17.9,43.0,11.9,2.4,-43.0,-19.5,-25.1,0.0,-31.1,-40.6,LPC,43.0,New Brunswick
13008,New Brunswick Southwest,0.0,49.1,13.5,25.5,8.2,3.1,-49.1,0.0,-35.6,-23.6,-40.900000000000006,-46.0,CPC,49.1,New Brunswick
13009,Saint John--Rothesay,0.0,34.0,10.1,37.4,12.2,0.4,-37.4,-3.3999999999999986,-27.299999999999997,0.0,-25.2,-37.0,LPC,37.4,New Brunswick
13010,Tobique--Mactaquac,0.0,50.3,14.1,25.2,7.9,2.5,-50.3,0.0,-36.199999999999996,-25.099999999999998,-42.4,-47.8,CPC,50.3,New Brunswick
24001,Abitibi--Baie-James--Nunavik--Eeyou,36.1,16.6,3.6,28.3,13.0,1.2,0.0,-19.5,-32.5,-7.800000000000001,-23.1,-34.9,Bloc,36.1,Quebec
24002,Abitibi--Témiscamingue,45.5,15.0,3.6,24.8,10.2,1.0,0.0,-30.5,-41.9,-20.7,-35.3,-44.5,Bloc,45.5,Quebec
24003,Ahuntsic-Cartierville,21.7,7.3,6.1,52.4,11.4,1.1,-30.7,-45.1,-46.3,0.0,-41.0,-51.3,LPC,52.4,Quebec
24004,Alfred-Pellan,28.6,10.9,3.6,47.9,7.6,0.3,-19.299999999999997,-37.0,-44.3,0.0,-40.3,-47.6,LPC,47.9,Quebec
24005,Argenteuil--La Petite-Nation,36.3,12.1,4.8,37.8,7.5,1.4,-1.5,-25.699999999999996,-33.0,0.0,-30.299999999999997,-36.4,LPC,37.8,Quebec
24006,Avignon--La Mitis--Matane--Matapédia,51.4,7.7,1.9,33.9,4.0,0.6,0.0,-43.699999999999996,-49.5,-17.5,-47.4,-50.8,Bloc,51.4,Quebec
24007,Beauce,14.2,38.5,2.5,11.7,3.1,1.8,-24.3,0.0,-36.0,-26.8,-35.4,-36.7,CPC,38.5,Quebec
24008,Beauport--Limoilou,30.2,26.3,4.2,25.9,11.2,2.1,0.0,-3.8999999999999986,-26.0,-4.300000000000001,-19.0,-28.099999999999998,Bloc,30.2,Quebec
24009,Bécancour--Nicolet--Saurel,56.7,16.1,3.2,17.8,5.2,0.9,0.0,-40.6,-53.5,-38.900000000000006,-51.5,-55.800000000000004,Bloc,56.7,Quebec
24010,Bellechasse--Les Etchemins--Lévis,22.9,50.1,3.0,16.7,5.1,0.3,-27.200000000000003,0.0,-47.1,-33.400000000000006,-45.0,-49.800000000000004,CPC,50.1,Quebec
24011,Beloeil--Chambly,50.5,6.2,4.7,23.1,14.5,0.7,0.0,-44.3,-45.8,-27.4,-36.0,-49.8,Bloc,50.5,Quebec
24012,Berthier--Maskinongé,37.6,10.3,1.8,13.8,35.0,0.3,0.0,-27.3,-35.800000000000004,-23.8,-2.6000000000000014,-37.300000000000004,Bloc,37.6,Quebec
24013,Thérèse-De Blainville,41.8,9.0,4.6,35.8,7.6,0.4,0.0,-32.8,-37.199999999999996,-6.0,-34.199999999999996,-41.4,Bloc,41.8,Quebec
24014,Pierre-Boucher--Les Patriotes--Verchères,51.0,8.1,4.9,28.5,6.9,0.6,0.0,-42.9,-46.1,-22.5,-44.1,-50.4,Bloc,51.0,Quebec
24015,Bourassa,22.4,7.2,3.3,57.6,7.9,0.5,-35.2,-50.4,-54.300000000000004,0.0,-49.7,-57.1,LPC,57.6,Quebec
24016,Brome--Missisquoi,34.4,12.5,5.4,38.2,8.0,0.5,-3.8000000000000043,-25.700000000000003,-32.800000000000004,0.0,-30.200000000000003,-37.7,LPC,38.2,Quebec
24017,Brossard--Saint-Lambert,19.6,10.8,5.2,53.9,9.5,0.9,-34.3,-43.099999999999994,-48.699999999999996,0.0,-44.4,-53.0,LPC,53.9,Quebec
24018,Rimouski-Neigette--Témiscouata--Les Basques,37.8,8.9,1.8,22.1,28.5,0.5,0.0,-28.9,-36.0,-15.699999999999996,-9.299999999999997,-37.3,Bloc,37.8,Quebec
24019,Charlesbourg--Haute-Saint-Charles,27.2,38.0,3.5,21.3,7.7,2.3,-10.8,0.0,-34.5,-16.7,-30.3,-35.7,CPC,38.0,Quebec
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,36.4,29.7,2.7,20.9,5.6,2.6,0.0,-6.699999999999999,-33.699999999999996,-15.5,-30.799999999999997,-33.8,Bloc,36.4,Quebec
24021,Châteauguay--Lacolle,37.2,11.2,3.7,38.4,7.6,1.1,-1.1999999999999957,-27.2,-34.699999999999996,0.0,-30.799999999999997,-37.3,LPC,38.4,Quebec
24022,Chicoutimi--Le Fjord,34.9,36.8,3.2,17.1,6.5,0.7,-1.8999999999999986,0.0,-33.599999999999994,-19.699999999999996,-30.299999999999997,-36.099999999999994,CPC,36.8,Quebec
24023,Compton--Stanstead,31.9,14.5,5.2,37.3,9.6,1.0,-5.399999999999999,-22.799999999999997,-32.099999999999994,0.0,-27.699999999999996,-36.3,LPC,37.3,Quebec
24024,Dorval--Lachine--LaSalle,17.1,10.5,5.5,52.9,11.8,0.8,-35.8,-42.4,-47.4,0.0,-41.099999999999994,-52.1,LPC,52.9,Quebec
24025,Drummond,44.8,16.6,3.4,17.4,15.9,0.5,0.0,-28.199999999999996,-41.4,-27.4,-28.9,-44.3,Bloc,44.8,Quebec
24026,Gaspésie--Les Îles-de-la-Madeleine,40.8,7.9,2.9,42.5,4.5,0.9,-1.7000000000000028,-34.6,-39.6,0.0,-38.0,-41.6,LPC,42.5,Quebec
24027,Gatineau,21.4,10.3,4.1,52.1,11.0,1.0,-30.700000000000003,-41.8,-48.0,0.0,-41.1,-51.1,LPC,52.1,Quebec
24028,Hochelaga,33.3,4.5,4.9,34.0,21.6,0.7,-0.7000000000000028,-29.5,-29.1,0.0,-12.399999999999999,-33.3,LPC,34.0,Quebec
24029,Honoré-Mercier,19.8,9.5,2.7,58.7,8.2,0.1,-38.900000000000006,-49.2,-56.0,0.0,-50.5,-58.6,LPC,58.7,Quebec
24030,Hull--Aylmer,14.6,9.1,7.0,54.1,13.6,0.2,-39.5,-45.0,-47.1,0.0,-40.5,-53.9,LPC,54.1,Quebec
24031,Joliette,58.2,9.0,4.1,22.5,4.5,0.9,0.0,-49.2,-54.1,-35.7,-53.7,-57.300000000000004,Bloc,58.2,Quebec
24032,Jonquière,35.6,20.9,2.0,15.9,24.6,0.9,0.0,-14.700000000000003,-33.6,-19.700000000000003,-11.0,-34.7,Bloc,35.6,Quebec
24033,La Pointe-de-l'Île,46.8,7.2,3.4,30.4,10.9,0.4,0.0,-39.599999999999994,-43.4,-16.4,-35.9,-46.4,Bloc,46.8,Quebec
24034,La Prairie,41.8,9.0,4.2,36.6,7.7,0.2,0.0,-32.8,-37.599999999999994,-5.199999999999996,-34.099999999999994,-41.599999999999994,Bloc,41.8,Quebec
24035,Lac-Saint-Jean,44.0,23.1,1.9,25.1,5.1,0.8,0.0,-20.9,-42.1,-18.9,-38.9,-43.2,Bloc,44.0,Quebec
24036,Lac-Saint-Louis,5.3,15.3,7.0,58.2,12.2,1.4,-52.900000000000006,-42.900000000000006,-51.2,0.0,-46.0,-56.800000000000004,LPC,58.2,Quebec
24037,LaSalle--Émard--Verdun,24.1,7.0,6.8,43.5,16.5,0.5,-19.4,-36.5,-36.7,0.0,-27.0,-43.0,LPC,43.5,Quebec
24038,Laurentides--Labelle,46.8,7.6,4.8,33.1,6.3,0.6,0.0,-39.199999999999996,-42.0,-13.699999999999996,-40.5,-46.199999999999996,Bloc,46.8,Quebec
24039,Laurier--Sainte-Marie,22.8,2.8,6.0,41.8,25.2,0.6,-18.999999999999996,-39.0,-35.8,0.0,-16.599999999999998,-41.199999999999996,LPC,41.8,Quebec
24040,Laval--Les Îles,20.6,16.3,4.3,48.2,8.9,1.6,-27.6,-31.900000000000002,-43.900000000000006,0.0,-39.300000000000004,-46.6,LPC,48.2,Quebec
24041,Longueuil--Charles-LeMoyne,36.5,7.4,5.8,39.0,10.3,1.1,-2.5,-31.6,-33.2,0.0,-28.7,-37.9,LPC,39.0,Quebec
24042,Lévis--Lotbinière,25.1,44.6,3.0,16.9,6.9,3.5,-19.5,0.0,-41.6,-27.700000000000003,-37.7,-41.1,CPC,44.6,Quebec
24043,Longueuil--Saint-Hubert,38.5,6.3,11.3,34.2,8.5,0.8,0.0,-32.2,-27.2,-4.299999999999997,-30.0,-37.7,Bloc,38.5,Quebec
24044,Louis-Hébert,28.0,17.6,4.0,40.5,7.9,1.6,-12.5,-22.9,-36.5,0.0,-32.6,-38.9,LPC,40.5,Quebec
24045,Louis-Saint-Laurent,22.4,44.7,3.3,20.7,6.6,2.4,-22.300000000000004,0.0,-41.400000000000006,-24.000000000000004,-38.1,-42.300000000000004,CPC,44.7,Quebec
24046,Manicouagan,53.9,19.2,3.2,19.3,3.7,0.7,0.0,-34.7,-50.699999999999996,-34.599999999999994,-50.199999999999996,-53.199999999999996,Bloc,53.9,Quebec
24047,Mégantic--L'Érable,25.8,49.2,2.6,15.6,4.1,1.7,-23.400000000000002,0.0,-46.6,-33.6,-45.1,-47.5,CPC,49.2,Quebec
24048,Mirabel,51.1,9.1,5.4,24.9,8.0,0.5,0.0,-42.0,-45.7,-26.200000000000003,-43.1,-50.6,Bloc,51.1,Quebec
24049,Montarville,42.8,7.0,5.0,35.6,8.4,0.8,0.0,-35.8,-37.8,-7.199999999999996,-34.4,-42.0,Bloc,42.8,Quebec
24050,Montcalm,58.0,9.0,4.4,20.4,6.4,1.0,0.0,-49.0,-53.6,-37.6,-51.6,-57.0,Bloc,58.0,Quebec
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,32.3,41.7,2.0,16.3,6.9,0.8,-9.400000000000006,0.0,-39.7,-25.400000000000002,-34.800000000000004,-40.900000000000006,CPC,41.7,Quebec
24052,Mount Royal,4.0,24.9,5.5,56.3,8.3,0.2,-52.3,-31.4,-50.8,0.0,-48.0,-56.099999999999994,LPC,56.3,Quebec
24053,Notre-Dame-de-Grâce--Westmount,4.7,11.4,10.7,56.3,15.4,0.1,-51.599999999999994,-44.9,-45.599999999999994,0.0,-40.9,-56.199999999999996,LPC,56.3,Quebec
24054,Outremont,13.8,6.5,12.1,46.2,20.1,0.4,-32.400000000000006,-39.7,-34.1,0.0,-26.1,-45.800000000000004,LPC,46.2,Quebec
24055,Papineau,16.0,4.2,7.4,51.1,19.2,0.7,-35.1,-46.9,-43.7,0.0,-31.900000000000002,-50.4,LPC,51.1,Quebec
24056,Pierrefonds--Dollard,8.1,17.7,5.2,56.4,10.3,0.4,-48.3,-38.7,-51.199999999999996,0.0,-46.099999999999994,-56.0,LPC,56.4,Quebec
24057,Pontiac,16.1,16.8,6.1,48.9,10.5,1.3,-32.8,-32.099999999999994,-42.8,0.0,-38.4,-47.6,LPC,48.9,Quebec
24058,Portneuf--Jacques-Cartier,24.3,43.5,3.6,19.9,5.8,3.0,-19.2,0.0,-39.9,-23.6,-37.7,-40.5,CPC,43.5,Quebec
24059,Québec,32.7,15.0,5.4,33.3,11.5,0.6,-0.5999999999999943,-18.299999999999997,-27.9,0.0,-21.799999999999997,-32.699999999999996,LPC,33.3,Quebec
24060,Repentigny,53.2,7.5,3.5,27.7,6.8,0.5,0.0,-45.7,-49.7,-25.500000000000004,-46.400000000000006,-52.7,Bloc,53.2,Quebec
24061,Richmond--Arthabaska,28.2,45.3,5.3,15.1,4.9,1.2,-17.099999999999998,0.0,-40.0,-30.199999999999996,-40.4,-44.099999999999994,CPC,45.3,Quebec
24062,Rivière-des-Mille-Îles,40.6,8.1,5.2,36.1,8.6,1.5,0.0,-32.5,-35.4,-4.5,-32.0,-39.1,Bloc,40.6,Quebec
24063,Rivière-du-Nord,52.0,11.8,5.6,22.3,7.0,0.7,0.0,-40.2,-46.4,-29.7,-45.0,-51.3,Bloc,52.0,Quebec
24064,Rosemont--La Petite-Patrie,23.8,2.3,5.9,24.2,42.5,0.1,-18.7,-40.2,-36.6,-18.3,0.0,-42.4,NDP,42.5,Quebec
24065,Marc-Aurèle-Fortin,32.4,9.7,3.8,44.5,8.5,0.8,-12.100000000000001,-34.8,-40.7,0.0,-36.0,-43.7,LPC,44.5,Quebec
24066,Saint-Hyacinthe--Bagot,41.4,14.4,3.6,21.3,18.4,0.9,0.0,-27.0,-37.8,-20.099999999999998,-23.0,-40.5,Bloc,41.4,Quebec
24067,Saint-Jean,44.8,10.7,5.1,30.6,7.7,0.6,0.0,-34.099999999999994,-39.699999999999996,-14.199999999999996,-37.099999999999994,-44.199999999999996,Bloc,44.8,Quebec
24068,Saint-Laurent,7.1,17.4,5.4,58.6,10.1,0.2,-51.5,-41.2,-53.2,0.0,-48.5,-58.4,LPC,58.6,Quebec
24069,Saint-Léonard--Saint-Michel,9.6,11.9,2.6,61.3,6.5,0.2,-51.699999999999996,-49.4,-58.699999999999996,0.0,-54.8,-61.099999999999994,LPC,61.3,Quebec
24070,Saint-Maurice--Champlain,34.2,16.3,3.1,39.6,5.3,1.6,-5.399999999999999,-23.3,-36.5,0.0,-34.300000000000004,-38.0,LPC,39.6,Quebec
24071,Salaberry--Suroît,47.7,9.7,3.2,29.7,8.0,0.5,0.0,-38.0,-44.5,-18.000000000000004,-39.7,-47.2,Bloc,47.7,Quebec
24072,Shefford,38.6,12.3,4.6,37.1,6.1,0.5,0.0,-26.3,-34.0,-1.5,-32.5,-38.1,Bloc,38.6,Quebec
24073,Sherbrooke,25.9,10.7,4.5,29.3,28.3,0.4,-3.400000000000002,-18.6,-24.8,0.0,-1.0,-28.900000000000002,LPC,29.3,Quebec
24074,Vaudreuil--Soulanges,24.4,11.5,5.0,47.3,10.8,1.0,-22.9,-35.8,-42.3,0.0,-36.5,-46.3,LPC,47.3,Quebec
24075,Terrebonne,50.6,7.6,3.7,29.3,7.5,0.7,0.0,-43.0,-46.9,-21.3,-43.1,-49.9,Bloc,50.6,Quebec
24076,Trois-Rivières,28.5,25.2,2.5,26.1,16.7,0.9,0.0,-3.3000000000000007,-26.0,-2.3999999999999986,-11.8,-27.6,Bloc,28.5,Quebec
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,13.1,8.8,7.1,53.5,15.8,0.3,-40.4,-44.7,-46.4,0.0,-37.7,-53.2,LPC,53.5,Quebec
24078,Vimy,27.8,10.7,3.8,47.7,8.6,1.3,-19.900000000000002,-37.0,-43.900000000000006,0.0,-39.1,-46.400000000000006,LPC,47.7,Quebec
35001,Ajax,0.0,26.0,3.3,57.7,11.5,0.2,-57.7,-31.700000000000003,-54.400000000000006,0.0,-46.2,-57.5,LPC,57.7,Ontario
35002,Algoma--Manitoulin--Kapuskasing,0.0,26.2,5.4,24.3,41.6,2.2,-41.6,-15.400000000000002,-36.2,-17.3,0.0,-39.4,NDP,41.6,Ontario
35003,Aurora--Oak Ridges--Richmond Hill,0.0,44.4,4.1,42.4,7.2,1.0,-44.4,0.0,-40.3,-2.0,-37.199999999999996,-43.4,CPC,44.4,Ontario
35004,Barrie--Innisfil,0.0,43.8,8.7,29.3,16.4,1.9,-43.8,0.0,-35.099999999999994,-14.499999999999996,-27.4,-41.9,CPC,43.8,Ontario
35005,Barrie--Springwater--Oro-Medonte,0.0,39.0,13.1,31.2,14.8,1.8,-39.0,0.0,-25.9,-7.800000000000001,-24.2,-37.2,CPC,39.0,Ontario
35006,Bay of Quinte,0.0,36.8,6.1,39.2,16.0,2.0,-39.2,-2.4000000000000057,-33.1,0.0,-23.200000000000003,-37.2,LPC,39.2,Ontario
35007,Beaches--East York,0.0,14.1,5.9,57.2,21.4,1.5,-57.2,-43.1,-51.300000000000004,0.0,-35.800000000000004,-55.7,LPC,57.2,Ontario
35008,Brampton Centre,0.0,26.9,4.2,47.2,19.7,1.7,-47.2,-20.300000000000004,-43.0,0.0,-27.500000000000004,-45.5,LPC,47.2,Ontario
35009,Brampton East,0.0,23.9,1.3,47.4,26.3,0.2,-47.4,-23.5,-46.1,0.0,-21.099999999999998,-47.199999999999996,LPC,47.4,Ontario
35010,Brampton North,0.0,27.7,3.0,51.4,16.9,1.0,-51.4,-23.7,-48.4,0.0,-34.5,-50.4,LPC,51.4,Ontario
35011,Brampton South,0.0,28.4,4.0,49.5,16.4,0.7,-49.5,-21.1,-45.5,0.0,-33.1,-48.8,LPC,49.5,Ontario
35012,Brampton West,0.0,23.9,2.4,53.5,18.4,0.2,-53.5,-29.6,-51.1,0.0,-35.1,-53.3,LPC,53.5,Ontario
35013,Brantford--Brant,0.0,40.3,6.4,30.7,19.7,0.2,-40.3,0.0,-33.9,-9.599999999999998,-20.599999999999998,-40.099999999999994,CPC,40.3,Ontario
35014,Bruce--Grey--Owen Sound,0.0,46.1,8.8,30.1,11.7,0.6,-46.1,0.0,-37.3,-16.0,-34.400000000000006,-45.5,CPC,46.1,Ontario
35015,Burlington,0.0,33.2,6.6,48.6,10.2,1.3,-48.6,-15.399999999999999,-42.0,0.0,-38.400000000000006,-47.300000000000004,LPC,48.6,Ontario
35016,Cambridge,0.0,30.0,7.5,39.5,19.3,0.1,-39.5,-9.5,-32.0,0.0,-20.2,-39.4,LPC,39.5,Ontario
35017,Chatham-Kent--Leamington,0.0,46.9,4.1,31.2,15.2,2.0,-46.9,0.0,-42.8,-15.7,-31.7,-44.9,CPC,46.9,Ontario
35018,Davenport,0.0,9.3,4.5,43.7,41.0,0.9,-43.7,-34.400000000000006,-39.2,0.0,-2.700000000000003,-42.800000000000004,LPC,43.7,Ontario
35019,Don Valley East,0.0,23.9,4.0,59.8,11.0,1.3,-59.8,-35.9,-55.8,0.0,-48.8,-58.5,LPC,59.8,Ontario
35020,Don Valley North,0.0,35.4,3.9,50.4,9.2,1.0,-50.4,-15.0,-46.5,0.0,-41.2,-49.4,LPC,50.4,Ontario
35021,Don Valley West,0.0,31.2,4.3,55.8,7.3,0.5,-55.8,-24.599999999999998,-51.5,0.0,-48.5,-55.3,LPC,55.8,Ontario
35022,Dufferin--Caledon,0.0,42.0,10.6,33.0,11.6,0.5,-42.0,0.0,-31.4,-9.0,-30.4,-41.5,CPC,42.0,Ontario
35023,Durham,0.0,42.1,5.4,32.2,18.2,2.0,-42.1,0.0,-36.7,-9.899999999999999,-23.900000000000002,-40.1,CPC,42.1,Ontario
35024,Eglinton--Lawrence,0.0,33.1,4.1,53.3,8.5,1.0,-53.3,-20.199999999999996,-49.199999999999996,0.0,-44.8,-52.3,LPC,53.3,Ontario
35025,Elgin--Middlesex--London,0.0,50.2,5.8,23.2,17.8,1.5,-50.2,0.0,-44.400000000000006,-27.000000000000004,-32.400000000000006,-48.7,CPC,50.2,Ontario
35026,Essex,0.0,41.4,3.2,19.0,34.6,1.8,-41.4,0.0,-38.199999999999996,-22.4,-6.799999999999997,-39.6,CPC,41.4,Ontario
35027,Etobicoke Centre,0.0,34.5,4.4,51.9,7.7,1.1,-51.9,-17.4,-47.5,0.0,-44.199999999999996,-50.8,LPC,51.9,Ontario
35028,Etobicoke--Lakeshore,0.0,28.7,6.0,51.9,11.9,0.2,-51.9,-23.2,-45.9,0.0,-40.0,-51.699999999999996,LPC,51.9,Ontario
35029,Etobicoke North,0.0,22.2,2.5,61.4,10.8,2.8,-61.4,-39.2,-58.9,0.0,-50.599999999999994,-58.6,LPC,61.4,Ontario
35030,Flamborough--Glanbrook,0.0,39.2,6.1,36.6,16.5,1.6,-39.2,0.0,-33.1,-2.6000000000000014,-22.700000000000003,-37.6,CPC,39.2,Ontario
35031,Glengarry--Prescott--Russell,0.0,36.0,3.2,47.6,10.4,1.8,-47.6,-11.600000000000001,-44.4,0.0,-37.2,-45.800000000000004,LPC,47.6,Ontario
35032,Guelph,0.0,19.3,25.5,40.4,12.3,0.2,-40.4,-21.099999999999998,-14.899999999999999,0.0,-28.099999999999998,-40.199999999999996,LPC,40.4,Ontario
35033,Haldimand--Norfolk,0.0,46.8,8.1,24.5,15.3,1.4,-46.8,0.0,-38.699999999999996,-22.299999999999997,-31.499999999999996,-45.4,CPC,46.8,Ontario
35034,Haliburton--Kawartha Lakes--Brock,0.0,49.1,8.4,26.0,14.7,1.9,-49.1,0.0,-40.7,-23.1,-34.400000000000006,-47.2,CPC,49.1,Ontario
35035,Hamilton Centre,0.0,14.4,7.6,28.7,46.2,0.4,-46.2,-31.800000000000004,-38.6,-17.500000000000004,0.0,-45.800000000000004,NDP,46.2,Ontario
35036,Hamilton East--Stoney Creek,0.0,25.2,5.6,38.6,28.6,2.1,-38.6,-13.400000000000002,-33.0,0.0,-10.0,-36.5,LPC,38.6,Ontario
35037,Hamilton Mountain,0.0,25.4,5.9,30.3,36.1,0.6,-36.1,-10.700000000000003,-30.200000000000003,-5.800000000000001,0.0,-35.5,NDP,36.1,Ontario
35038,Hamilton West--Ancaster--Dundas,0.0,26.7,7.3,46.6,17.8,1.4,-46.6,-19.900000000000002,-39.300000000000004,0.0,-28.8,-45.2,LPC,46.6,Ontario
35039,Hastings--Lennox and Addington,0.0,41.4,5.9,37.1,13.2,2.5,-41.4,0.0,-35.5,-4.299999999999997,-28.2,-38.9,CPC,41.4,Ontario
35040,Huron--Bruce,0.0,48.5,4.4,33.1,12.2,1.8,-48.5,0.0,-44.1,-15.399999999999999,-36.3,-46.7,CPC,48.5,Ontario
35041,Kanata--Carleton,0.0,36.5,6.6,43.1,12.5,1.4,-43.1,-6.600000000000001,-36.5,0.0,-30.6,-41.7,LPC,43.1,Ontario
35042,Kenora,0.0,34.0,5.5,30.0,28.5,0.6,-34.0,0.0,-28.5,-4.0,-5.5,-33.4,CPC,34.0,Ontario
35043,King--Vaughan,0.0,43.2,3.9,45.0,6.7,1.1,-45.0,-1.7999999999999972,-41.1,0.0,-38.3,-43.9,LPC,45.0,Ontario
35044,Kingston and the Islands,0.0,19.5,8.9,45.8,23.3,2.6,-45.8,-26.299999999999997,-36.9,0.0,-22.499999999999996,-43.199999999999996,LPC,45.8,Ontario
35045,Kitchener Centre,0.0,23.8,26.0,36.7,11.3,1.9,-36.7,-12.900000000000002,-10.700000000000003,0.0,-25.400000000000002,-34.800000000000004,LPC,36.7,Ontario
35046,Kitchener--Conestoga,0.0,39.0,9.6,39.7,10.1,1.5,-39.7,-0.7000000000000028,-30.1,0.0,-29.6,-38.2,LPC,39.7,Ontario
35047,Kitchener South--Hespeler,0.0,33.5,10.9,40.2,13.3,0.1,-40.2,-6.700000000000003,-29.300000000000004,0.0,-26.900000000000002,-40.1,LPC,40.2,Ontario
